CODUSU,NRO_HOGAR,COMPONENTE,H15,ANO4,TRIMESTRE,REGION,MAS_500,AGLOMERADO,PONDERA,CH03,CH04,CH06,CH07,CH08,CH09,CH10,CH11,CH15,CH16,ESTADO,CAT_OCUP,CAT_INAC,PP02E,PP02H,PP07I,PP07H,servicio_domestico,T_VI,NIVEL_ED,V2_M,REALIZADA,IV1,IV2,IV3,IV4,IV5,IV6,IV7,IV8,IV9,IV10,IV11,IV12_1,IV12_2,IV12_3,II1,II2,II3,II4_1,II4_2,II4_3,II7,II8,II9,V1,V2,V21,V22,V3,V5,V6,V7,V8,V11,V12,V13,V14,IX_TOT,IX_MEN10,IX_MAYEQ10,ITF,DECCFR,REALIZADA_jefx,CH04_jefx,CH06_jefx,ESTADO_jefx,NIVEL_ED_jefx,PP02E_jefx,CAT_OCUP_jefx,PP07I_jefx,APORTES_JUBILATORIOS_jefx,PP04B1_jefx,REALIZADA_conyuge,CH04_conyuge,ESTADO_conyuge,JEFE_TRABAJA,CONYUGE_TRABAJA,JEFA_MUJER,HOGAR_MONOP,ratio_ocupados,NBI_SUBSISTENCIA,NBI_COBERTURA_PREVISIONAL,NBI_DIFLABORAL,NBI_HACINAMIENTO,NBI_SANITARIA,NBI_TENENCIA,NBI_TRABAJO_PRECARIO,NBI_VIVIENDA,NBI_ZONA_VULNERABLE,DESERTO
TQRMNOPXVHJOLQCDEHIBB00658494,1,2.0,1.0,2021,2,40,0,13595.785008597333,151,3.0,1.0,17.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,,,0.0,0.0,3.0,0.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,4.0,27800.0,1.0,1.0,2.0,35.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TQRMNOPXVHJOLQCDEHIBB00658494,1,3.0,1.0,2021,2,40,0,836440.6497175995,151,3.0,1.0,15.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,,,0.0,0.0,3.0,0.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,4.0,27800.0,1.0,1.0,2.0,35.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TQRMNOPQRHLMKPCDEIHJF00707391,1,3.0,1.0,2021,2,44,0,57465.970982834704,99,3.0,1.0,15.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,,,0.0,0.0,3.0,0.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,95000.0,7.0,1.0,2.0,38.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TQRMNOPVYHJLKNCDEHIBB00658488,1,5.0,1.0,2021,2,40,0,13595.785008597333,224,3.0,1.0,17.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,66400.0,2.0,1.0,1.0,49.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
TQRMNOPVYHJLKNCDEHIBB00658488,1,7.0,1.0,2021,2,40,0,13595.785008597333,224,3.0,0.0,15.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,,,0.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,66400.0,2.0,1.0,1.0,49.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
TQRMNORUXHJMKMCDEFKID00657110,1,4.0,1.0,2021,2,43,1,985715.9279427314,853,3.0,1.0,17.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,,,0.0,0.0,3.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,4.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,5.0,72300.0,2.0,1.0,2.0,48.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TQRMNORUXHJMKMCDEFKID00657110,1,5.0,1.0,2021,2,43,1,1282727.8635860374,853,3.0,1.0,14.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,,,0.0,0.0,3.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,4.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,5.0,72300.0,2.0,1.0,2.0,48.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TQRMNOSYWHLMMMCDEFKID00707404,1,4.0,1.0,2021,2,43,1,797668.5680914097,664,3.0,0.0,15.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,,,0.0,0.0,3.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,4.0,95000.0,4.0,1.0,1.0,51.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TQRMNOTPPHLMMMCDEFKID00707405,1,3.0,1.0,2021,2,43,1,797668.5680914097,753,3.0,0.0,15.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,,,0.0,0.0,3.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,35000.0,2.0,1.0,2.0,48.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TQRMNOQYUHLMKPCDEIHJF00707408,1,3.0,1.0,2021,2,44,0,2315147.679905755,99,3.0,1.0,16.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,,,0.0,0.0,3.0,0.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,65000.0,5.0,1.0,1.0,56.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TQRMNOQVWHLOKRCDEIHJF00707415,1,5.0,1.0,2021,2,44,0,287326.5081209877,148,3.0,1.0,16.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,,,0.0,0.0,3.0,0.0,1.0,1.0,7.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,7.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,215000.0,8.0,1.0,2.0,41.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TQRMNOQPVHJMKPCDEIHJF00663068,1,3.0,1.0,2021,2,44,0,2315147.679905755,95,3.0,0.0,18.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,,,0.0,0.0,3.0,0.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,50000.0,4.0,1.0,1.0,53.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TQRMNORWSHJOKOCDEFLID00657350,1,3.0,1.0,2021,2,43,1,1282727.8635860374,299,3.0,0.0,14.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,,,0.0,0.0,3.0,0.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,56000.0,3.0,1.0,1.0,45.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TQRMNORWSHJOKOCDEFLID00657350,1,4.0,1.0,2021,2,43,1,1002547.3836507678,299,3.0,1.0,19.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,56000.0,3.0,1.0,1.0,45.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TQRMNOQSVHLOKOCDEIMBF00707352,1,3.0,1.0,2021,2,43,0,1002547.3836507678,140,3.0,1.0,17.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,,,0.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,30200.0,1.0,1.0,1.0,51.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TQRMNORRSHJNKQCDEIHJF00663077,1,4.0,1.0,2021,2,44,0,957329.4171522151,143,3.0,0.0,17.0,5.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,,,0.0,0.0,3.0,0.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,54500.0,2.0,1.0,1.0,44.0,1.0,6.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TQRMNOQXQHLLLQCDEHPJB00707377,1,2.0,1.0,2021,2,40,1,1126002.0758035928,437,2.0,1.0,37.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,4.0,3.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,5.0,37500.0,1.0,1.0,2.0,41.0,1.0,5.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
TQRMNOQXQHLLLQCDEHPJB00707377,1,5.0,1.0,2021,2,40,1,1085084.482853294,437,3.0,0.0,14.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0,,,0.0,0.0,3.0,0.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,4.0,3.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,5.0,37500.0,1.0,1.0,2.0,41.0,1.0,5.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TQRMNORTQHJMNOCDEIJAH00663395,1,2.0,1.0,2021,2,1,1,363140.2789900894,2633,3.0,0.0,20.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,,,0.0,0.0,3.0,0.0,1.0,1.0,3.0,2.0,4.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,12.0,1.0,2.0,58.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
TQRMNORTQHJMNOCDEIJAH00663395,1,3.0,1.0,2021,2,1,1,363140.2789900894,2633,3.0,0.0,18.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,,,0.0,0.0,3.0,0.0,1.0,1.0,3.0,2.0,4.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,12.0,1.0,2.0,58.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TQRMNOPRRHJOLPCDEFKID00657075,1,3.0,1.0,2021,2,43,1,800032.3880743829,873,3.0,0.0,16.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,,,0.0,0.0,3.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,80000.0,5.0,1.0,1.0,58.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TQRMNORXVHJOKTCDEIHJF00707355,1,1.0,1.0,2021,2,44,0,370478.59005615965,155,1.0,0.0,43.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,0.0,3.0,0.0,0.0,,,0.0,22500.0,3.0,0.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,4.0,22500.0,1.0,1.0,2.0,43.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TQRMNORQXHLNKOCDEIHJF00707386,1,4.0,1.0,2021,2,44,0,1085084.482853294,122,3.0,1.0,18.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,3.0,0.0,0.0,,,0.0,0.0,3.0,0.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,120000.0,7.0,1.0,1.0,54.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TQRMNOPXYHJOMNCDEGJBF00657785,1,4.0,1.0,2021,2,43,1,1085084.482853294,1029,3.0,0.0,18.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,,,0.0,0.0,3.0,0.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,6.0,73600.0,2.0,1.0,1.0,35.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TQRMNOSWSHJKKOCDEIHJF00707368,1,2.0,1.0,2021,2,44,0,1343489.3517869802,164,3.0,1.0,17.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,0.0,3.0,0.0,0.0,,,0.0,0.0,3.0,0.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,3.0,47000.0,2.0,1.0,2.0,37.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TQRMNOSWSHJKKOCDEIHJF00707368,1,3.0,1.0,2021,2,44,0,1343489.3517869802,164,3.0,0.0,15.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,,,0.0,0.0,3.0,0.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,3.0,47000.0,2.0,1.0,2.0,37.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TQRMNOQYWHLMKPCDEHLEH00707717,1,5.0,1.0,2021,2,40,0,994445.5715447678,143,5.0,0.0,14.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,,,0.0,0.0,3.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,5.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,122500.0,6.0,1.0,2.0,70.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TQRMNOPYUHJOKMCDEGPDJ00658275,1,2.0,1.0,2021,2,40,0,653983.8773914843,84,3.0,0.0,16.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,,,0.0,0.0,3.0,0.0,1.0,1.0,7.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,7.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,60000.0,7.0,1.0,1.0,58.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TQRMNOQUQHLMKMCDEGPDJ00707736,1,3.0,1.0,2021,2,40,0,13595.785008597333,184,3.0,1.0,17.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,3.0,0.0,0.0,,,0.0,0.0,3.0,0.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,63000.0,3.0,1.0,1.0,54.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TQRMNOQWUHJOKNCDEGGFB00657526,1,4.0,1.0,2021,2,42,1,985715.9279427314,540,9.0,1.0,51.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,,,0.0,11000.0,1.0,11000.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,5.0,72500.0,2.0,1.0,1.0,48.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TQRMNOQWUHJOKNCDEGGFB00657526,1,1.0,1.0,2021,2,42,1,1085084.482853294,540,1.0,1.0,48.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,,,0.0,0.0,3.0,0.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,5.0,72500.0,2.0,1.0,1.0,48.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TQRMNOQWUHJOKNCDEGGFB00657526,1,2.0,1.0,2021,2,42,1,1085084.482853294,540,2.0,0.0,46.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,,,0.0,38500.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,5.0,72500.0,2.0,1.0,1.0,48.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
